scattering_pattern,structure_type,num_atoms,num_atoms_2bins_5050,num_atoms_4bins,num_atoms_10bins,structure_type_cat
[ 0.    -0.009 -0.013 -0.02  -0.03  -0.036 -0.041 -0.051 -0.059 -0.063 -0.071 -0.082 -0.087 -0.091 -0.103 -0.111 -0.11  -0.117 -0.001  0.941  0.313 -0.129 -0.158 -0.161 -0.154 -0.161 -0.027  0.862  0.203 -0.164 -0.177 -0.179 -0.141  0.175 -0.002 -0.166 -0.172 -0.153  0.061  0.008 -0.147 -0.142  0.044  0.522 -0.009 -0.115 -0.028  0.29  -0.002 -0.086 -0.083 -0.081 -0.07  -0.05   0.056  0.012 -0.035  0.06   0.094 -0.018 -0.02  -0.018 -0.014 -0.009 -0.006 -0.005  0.013  0.017  0.001  0.001  0.004  0.004  0.002  0.003  0.004  0.002  0.001  0.002  0.002 -0.001 -0.001 -0.    -0.002 -0.003 -0.002 -0.003 -0.004 -0.004 -0.003 -0.004 -0.005 -0.003 -0.003 -0.004 -0.003 -0.001 -0.002 -0.002 -0.     0.001  0.     0.001  0.002  0.002  0.002  0.003  0.003  0.003  0.003  0.004  0.003  0.003  0.003  0.003  0.002  0.002  0.002  0.001  0.     0.  0.    -0.001 -0.001 -0.001 -0.002 -0.002 -0.002 -0.002 -0.003 -0.003 -0.002 -0.003 -0.003 -0.002],SC,27,0,1,2,6
[ 0.    -0.008 -0.018 -0.028 -0.036 -0.045 -0.055 -0.064 -0.071 -0.08 -0.091 -0.098 -0.104 -0.114 -0.125 -0.129 -0.124  0.24   0.971  0.009 -0.16  -0.162 -0.17  -0.179 -0.084  0.794  0.31  -0.169 -0.188 -0.188 -0.081  0.205 -0.113 -0.182 -0.169 -0.043  0.082 -0.14  -0.15   0.026  0.518 -0.011 -0.12   0.052  0.256 -0.069 -0.098 -0.091 -0.086 -0.072  0.02   0.035 -0.045  0.052  0.091 -0.025 -0.028 -0.021 -0.016 -0.012 -0.008  0.003  0.021  0.005  0.004  0.005  0.006  0.007  0.008  0.008  0.007  0.007  0.006  0.005  0.005  0.004  0.002  0.001  0.    -0.001 -0.002 -0.003 -0.004 -0.004 -0.005 -0.005 -0.006 -0.006 -0.006 -0.006 -0.005 -0.005 -0.004 -0.004 -0.003 -0.003 -0.002 -0.001 -0.     0.001  0.001  0.002  0.003  0.003  0.004  0.004  0.004  0.004  0.004  0.004  0.004  0.004  0.004  0.003  0.003  0.002  0.002  0.001  0.001  0. -0.    -0.001 -0.001 -0.002 -0.002 -0.003 -0.003 -0.003 -0.003 -0.003 -0.003 -0.003 -0.003 -0.003],SC,27,0,1,2,6
[ 0.    -0.008 -0.024 -0.035 -0.041 -0.053 -0.069 -0.075 -0.082 -0.098 -0.108 -0.11  -0.122 -0.14  -0.14  -0.134  0.166  0.991  0.047 -0.166 -0.182 -0.188 -0.177  0.103  0.892  0.012 -0.187 -0.195 -0.175  0.143  0.017 -0.184 -0.188 -0.085  0.103 -0.135 -0.16   0.074  0.51  -0.054 -0.12   0.173  0.156 -0.103 -0.105 -0.095 -0.088 -0.039  0.061 -0.04  0.01   0.111 -0.022 -0.035 -0.026 -0.02  -0.017 -0.011  0.008  0.017  0.001  0.004  0.007  0.006  0.008  0.011  0.01   0.009  0.01   0.011  0.008  0.007  0.008  0.006  0.003  0.003  0.002 -0.001 -0.002 -0.002 -0.003 -0.005 -0.005 -0.005 -0.007 -0.007 -0.006 -0.007 -0.007 -0.006 -0.005 -0.006 -0.005 -0.003 -0.003 -0.003 -0.001  0.     0.     0.001  0.003  0.003  0.003  0.004  0.005  0.004  0.004  0.005  0.005  0.004  0.005  0.005  0.004  0.003  0.003  0.003  0.001  0.001  0.001 -0. -0.001 -0.001 -0.002 -0.003 -0.003 -0.003 -0.004 -0.004 -0.003 -0.003 -0.004 -0.004 -0.003 -0.003],SC,27,0,1,2,6
[ 0.    -0.01  -0.019 -0.028 -0.039 -0.048 -0.056 -0.067 -0.077 -0.083 -0.093 -0.105 -0.111 -0.116 -0.128 -0.14  -0.114  0.541  0.764 -0.102 -0.171 -0.172 -0.174 -0.171  0.155  0.878 -0.018 -0.186 -0.186 -0.176  0.087  0.082 -0.168 -0.185 -0.148  0.097 -0.054 -0.163 -0.117  0.412  0.227 -0.121 -0.067  0.277  0.016 -0.099 -0.098 -0.09  -0.077 -0.017  0.056 -0.042  0.017  0.113 -0.019 -0.029 -0.022 -0.019 -0.015 -0.008  0.002  0.02   0.005  0.005  0.005  0.005  0.008  0.009  0.008  0.008  0.009  0.007  0.006  0.006  0.005  0.003  0.002  0.002 -0.    -0.002 -0.002 -0.003 -0.005 -0.005 -0.005 -0.006 -0.007 -0.006 -0.006 -0.006 -0.006 -0.005 -0.004 -0.005 -0.003 -0.002 -0.002 -0.001  0.     0.001  0.001  0.002  0.003  0.003  0.003  0.004  0.005  0.004  0.004  0.005  0.004  0.004  0.004  0.004  0.002  0.002  0.002  0.001  0.     0. -0.    -0.001 -0.002 -0.002 -0.003 -0.003 -0.003 -0.003 -0.004 -0.004 -0.003 -0.003 -0.003 -0.003],SC,27,0,1,2,6
[ 0.    -0.015 -0.024 -0.036 -0.052 -0.063 -0.071 -0.085 -0.1   -0.106 -0.115 -0.132 -0.14  -0.141 -0.154 -0.064  0.893  0.369 -0.165 -0.198 -0.195 -0.185  0.048  0.896  0.049 -0.192 -0.203 -0.161  0.181 -0.047 -0.194 -0.188  0.008  0.035 -0.168 -0.133  0.405  0.239 -0.129  0.005  0.274 -0.065 -0.113 -0.103 -0.094 -0.058  0.056 -0.035  0.007  0.106 -0.026 -0.038 -0.03  -0.025 -0.019 -0.012  0.012  0.009 -0.     0.003  0.005  0.008  0.009  0.01   0.011  0.012  0.012  0.011  0.011  0.01  0.009  0.007  0.006  0.005  0.003  0.002  0.    -0.001 -0.002 -0.004 -0.005 -0.006 -0.006 -0.007 -0.007 -0.007 -0.007 -0.007 -0.007 -0.006 -0.006 -0.005 -0.004 -0.004 -0.003 -0.002 -0.001  0.     0.001  0.002  0.003  0.003  0.004  0.004  0.005  0.005  0.005  0.005  0.005  0.005  0.005  0.004  0.004  0.003  0.003  0.002  0.001  0.001  0.    -0.001 -0.001 -0.002 -0.002 -0.003 -0.003 -0.003 -0.004 -0.004 -0.004 -0.004 -0.004 -0.003 -0.003 -0.003],SC,27,0,1,2,6
[ 0.    -0.013 -0.019 -0.027 -0.043 -0.052 -0.057 -0.069 -0.083 -0.088 -0.094 -0.109 -0.12  -0.12  -0.128 -0.145 -0.07   0.838  0.449 -0.146 -0.172 -0.177 -0.184 -0.149  0.559  0.585 -0.153 -0.196 -0.189 -0.106  0.2   -0.095 -0.183 -0.175 -0.029  0.068 -0.149 -0.154  0.139  0.474 -0.079 -0.119  0.181  0.152 -0.101 -0.104 -0.09  -0.083 -0.051  0.063 -0.025 -0.015  0.117 -0.001 -0.03  -0.026 -0.021 -0.015 -0.01  -0.002  0.02   0.007  0.003  0.005  0.007  0.008  0.008  0.009  0.009  0.009  0.008  0.008  0.007  0.005  0.005  0.003  0.002  0.    -0.    -0.002 -0.003 -0.004 -0.004 -0.005 -0.006 -0.006 -0.006 -0.007 -0.006 -0.006 -0.006 -0.005 -0.004 -0.004 -0.003 -0.002 -0.001 -0.001  0.     0.001  0.002  0.002  0.003  0.004  0.004  0.004  0.005  0.005  0.005  0.005  0.005  0.004  0.004  0.003  0.003  0.002  0.002  0.001  0.    -0. -0.001 -0.001 -0.002 -0.002 -0.003 -0.003 -0.003 -0.003 -0.003 -0.004 -0.003 -0.003 -0.003 -0.003],SC,27,0,1,2,6
[ 0.    -0.006 -0.009 -0.013 -0.02  -0.024 -0.028 -0.034 -0.04  -0.044 -0.049 -0.056 -0.062 -0.065 -0.072 -0.08  -0.084 -0.088 -0.097 -0.107 -0.082  0.555  0.773 -0.067 -0.136 -0.133 -0.134 -0.145 -0.154 -0.12  0.532  0.624 -0.117 -0.162 -0.157 -0.16  -0.144  0.137  0.074 -0.147 -0.155 -0.148 -0.114  0.113 -0.031 -0.126 -0.129 -0.075  0.452  0.208 -0.094 -0.098  0.023  0.3   -0.016 -0.074 -0.066 -0.063 -0.059 -0.05 -0.024  0.079 -0.001 -0.028  0.033  0.119 -0.004 -0.017 -0.017 -0.015 -0.011 -0.01  -0.01  -0.007  0.003  0.015 -0.002 -0.003 -0.003 -0.004 -0.003 -0.002 -0.002 -0.003 -0.001 -0.001 -0.002 -0.002 -0.001 -0.002 -0.002 -0.001 -0.    -0.001 -0.     0.001  0.    -0.     0.001  0.001  0.001  0.001  0.002  0.002  0.002  0.002  0.002  0.002  0.002  0.002  0.002  0.001  0.002  0.002  0.001  0.001  0.001  0.    -0.    -0. -0.    -0.001 -0.001 -0.001 -0.002 -0.002 -0.002 -0.002 -0.002 -0.002 -0.002 -0.002 -0.002 -0.001],SC,27,0,1,2,6
[ 0.    -0.006 -0.014 -0.022 -0.028 -0.034 -0.042 -0.05  -0.056 -0.062 -0.072 -0.079 -0.083 -0.092 -0.102 -0.105 -0.108 -0.122 -0.052  0.841  0.465 -0.123 -0.157 -0.155 -0.153 -0.165 -0.101  0.734  0.402 -0.153 -0.18  -0.179 -0.159  0.1    0.088 -0.159 -0.17  -0.162 -0.016  0.081 -0.133 -0.149 -0.074  0.478  0.151 -0.113 -0.092  0.223  0.121 -0.083 -0.089 -0.081 -0.069 -0.061  0.005  0.06  -0.032 -0.003  0.125  0.01 -0.021 -0.02  -0.015 -0.01  -0.008 -0.006  0.003  0.022  0.004  0.001  0.003  0.003  0.002  0.003  0.004  0.002  0.001  0.002  0.001 -0.001 -0.    -0.    -0.002 -0.003 -0.002 -0.003 -0.004 -0.004 -0.003 -0.004 -0.004 -0.003 -0.003 -0.004 -0.002 -0.001 -0.002 -0.002  0.     0. -0.     0.001  0.002  0.002  0.002  0.003  0.003  0.002  0.003  0.004  0.003  0.003  0.003  0.003  0.002  0.002  0.002  0.001  0.     0.001  0.    -0.001 -0.001 -0.001 -0.002 -0.002 -0.002 -0.002 -0.003 -0.003 -0.002 -0.003 -0.003 -0.002],SC,27,0,1,2,6
[ 0.    -0.008 -0.014 -0.02  -0.028 -0.035 -0.041 -0.048 -0.056 -0.062 -0.068 -0.076 -0.083 -0.089 -0.095 -0.101 -0.11  -0.072  0.535  0.367 -0.109 -0.141 -0.146 -0.14  -0.14   0.091  1.     0.125 -0.15  -0.16 -0.161 -0.055  0.148 -0.116 -0.157 -0.148 -0.059  0.072 -0.115 -0.135 -0.068  0.334  0.043 -0.108 -0.033  0.325  0.025 -0.085 -0.085 -0.079 -0.069 -0.035  0.081 -0.016 -0.038  0.003 -0.018 -0.008  0.133  0.042 -0.014 -0.012 -0.01  -0.007 -0.004 -0.002 -0.002  0.     0.002  0.002  0.001  0.002  0.002  0.011  0.013  0.002 -0.    -0.001 -0.001 -0.002 -0.003 -0.003 -0.004 -0.004 -0.005 -0.005 -0.005 -0.005 -0.005 -0.004 -0.004 -0.004 -0.003 -0.003 -0.002 -0.002 -0.001 -0.     0.     0.001  0.002  0.002  0.002  0.003  0.003  0.003  0.004  0.004  0.004  0.004  0.004  0.003  0.003  0.003  0.002  0.002  0.001  0.001  0.    -0. -0.001 -0.001 -0.002 -0.002 -0.002 -0.003 -0.003 -0.003 -0.003 -0.003 -0.003 -0.003 -0.003 -0.003],SC,25,0,1,2,6
[ 0.    -0.011 -0.025 -0.037 -0.047 -0.059 -0.073 -0.083 -0.092 -0.104 -0.115 -0.121 -0.129 -0.143 -0.117  0.464  0.404 -0.141 -0.179 -0.176 -0.164  0.207  0.974 -0.011 -0.182 -0.177 -0.055  0.117 -0.144 -0.173 -0.105  0.072 -0.12  -0.144  0.151  0.242 -0.11   0.01   0.318 -0.045 -0.108 -0.1   -0.09  -0.02   0.055 -0.054 -0.026 -0.025  0.005  0.127 -0.006 -0.028 -0.022 -0.019 -0.014 -0.009 -0.005 -0.003  0.     0.003  0.005  0.011  0.024  0.011  0.008  0.009  0.009  0.008  0.007  0.007  0.006  0.004  0.003  0.002  0.001 -0.    -0.001 -0.002 -0.003 -0.004 -0.004 -0.005 -0.006 -0.006 -0.006 -0.006 -0.006 -0.006 -0.005 -0.005 -0.004 -0.004 -0.003 -0.002 -0.001 -0.001 -0.     0.001  0.001  0.002  0.003  0.003  0.003  0.004  0.004  0.004  0.004  0.004  0.004  0.004  0.003  0.003  0.003  0.002  0.002  0.001  0.001  0.    -0.    -0.001 -0.001 -0.002 -0.002 -0.002 -0.003 -0.003 -0.003 -0.003 -0.003 -0.003 -0.003 -0.003 -0.002 -0.002],SC,25,0,1,2,6
[ 0.    -0.011 -0.023 -0.034 -0.044 -0.056 -0.067 -0.076 -0.087 -0.098 -0.106 -0.114 -0.126 -0.135 -0.13   0.137  0.666 -0.041 -0.159 -0.162 -0.179 -0.128  0.727  0.58  -0.151 -0.19  -0.168  0.056  0.039 -0.169 -0.168 -0.056  0.054 -0.14  -0.135  0.207  0.193 -0.115  0.019  0.315 -0.048 -0.106 -0.098 -0.089 -0.036  0.065 -0.045 -0.032 -0.016 -0.024  0.123  0.03  -0.026 -0.023 -0.018 -0.012 -0.009 -0.006 -0.002  0.001  0.003  0.004  0.007  0.019  0.018  0.009  0.008  0.008  0.007  0.007  0.006  0.005  0.004  0.003  0.001  0.    -0.    -0.002 -0.003 -0.003 -0.004 -0.005 -0.005 -0.006 -0.006 -0.006 -0.006 -0.006 -0.006 -0.005 -0.004 -0.004 -0.003 -0.002 -0.002 -0.001 -0.     0.001  0.001  0.002  0.003  0.003  0.003  0.004  0.004  0.004  0.004  0.004  0.004  0.004  0.004  0.004  0.003  0.002  0.002  0.002  0.001  0.    -0.    -0.001 -0.001 -0.002 -0.002 -0.002 -0.003 -0.003 -0.003 -0.003 -0.003 -0.003 -0.003 -0.003 -0.003 -0.002],SC,25,0,1,2,6
[ 0.    -0.011 -0.024 -0.036 -0.046 -0.058 -0.071 -0.08  -0.09  -0.102 -0.112 -0.118 -0.128 -0.141 -0.127  0.353  0.516 -0.124 -0.175 -0.168 -0.168  0.039  0.994  0.141 -0.172 -0.181 -0.119  0.139 -0.099 -0.174 -0.146  0.06  -0.067 -0.151  0.005  0.338 -0.064 -0.082  0.297  0.063 -0.105 -0.102 -0.095 -0.065  0.062 -0.024 -0.044 -0.014 -0.033  0.103  0.054 -0.027 -0.026 -0.02  -0.014 -0.01  -0.007 -0.003  0.     0.002  0.004  0.007  0.02   0.017  0.009  0.009  0.008  0.008  0.008  0.007  0.005  0.005  0.004  0.002  0.001  0.    -0.001 -0.002 -0.003 -0.004 -0.005 -0.005 -0.005 -0.006 -0.006 -0.006 -0.006 -0.006 -0.006 -0.005 -0.004 -0.004 -0.003 -0.002 -0.002 -0.001 -0.     0.001  0.001  0.002  0.003  0.003  0.003  0.004  0.004  0.004  0.004  0.004  0.004  0.004  0.004  0.003  0.003  0.002  0.002  0.001  0.001  0.    -0.    -0.001 -0.001 -0.002 -0.002 -0.002 -0.003 -0.003 -0.003 -0.003 -0.003 -0.003 -0.003 -0.003 -0.002 -0.002],SC,25,0,1,2,6
[ 0.    -0.007 -0.013 -0.02  -0.027 -0.034 -0.04  -0.047 -0.054 -0.061 -0.067 -0.074 -0.081 -0.087 -0.093 -0.1   -0.109 -0.089  0.43   0.483 -0.096 -0.141 -0.139 -0.136 -0.147 -0.027  0.934  0.314 -0.143 -0.162 -0.16  -0.106  0.148 -0.065 -0.151 -0.152 -0.112  0.086 -0.075 -0.139 -0.117  0.234  0.186 -0.107 -0.093  0.243  0.162 -0.083 -0.088 -0.077 -0.07  -0.06   0.049  0.035 -0.041 -0.016 -0.001 -0.023  0.071  0.111 -0.007 -0.014 -0.011 -0.007 -0.005 -0.004 -0.002  0.     0.     0.  0.002  0.002  0.001  0.003  0.017  0.005 -0.001 -0.001 -0.001 -0.003 -0.003 -0.003 -0.004 -0.005 -0.004 -0.004 -0.005 -0.005 -0.004 -0.005 -0.004 -0.004 -0.003 -0.003 -0.002 -0.001 -0.001 -0.001  0.001  0.001  0.001  0.002  0.003  0.003  0.003  0.004  0.004  0.004  0.004  0.004  0.004  0.003  0.003  0.003  0.002  0.002  0.002  0.001  0.    -0. -0.001 -0.001 -0.002 -0.002 -0.002 -0.003 -0.003 -0.003 -0.003 -0.003 -0.003 -0.003 -0.003 -0.002],SC,25,0,1,2,6
[ 0.    -0.011 -0.024 -0.035 -0.045 -0.057 -0.069 -0.078 -0.088 -0.1 -0.109 -0.116 -0.127 -0.138 -0.13   0.241  0.607 -0.092 -0.168 -0.163 -0.174 -0.071  0.904  0.347 -0.163 -0.188 -0.155  0.117 -0.035 -0.174 -0.164  0.01  -0.001 -0.151 -0.093  0.324  0.043 -0.114  0.169  0.21 -0.093 -0.105 -0.097 -0.084  0.021  0.028 -0.056 -0.017 -0.031  0.031  0.118 -0.016 -0.026 -0.02  -0.016 -0.012 -0.008 -0.004 -0.001  0.001  0.004  0.005  0.011  0.024  0.011  0.008  0.008  0.008  0.007  0.007  0.006  0.005  0.004  0.003  0.001  0.    -0.001 -0.002 -0.003 -0.004 -0.004 -0.005 -0.005 -0.006 -0.006 -0.006 -0.006 -0.006 -0.005 -0.005 -0.004 -0.004 -0.003 -0.002 -0.002 -0.001 -0.     0.001  0.001  0.002  0.003  0.003  0.003  0.004  0.004  0.004  0.004  0.004  0.004  0.004  0.004  0.003  0.003  0.002  0.002  0.001  0.001  0.    -0.    -0.001 -0.001 -0.002 -0.002 -0.002 -0.003 -0.003 -0.003 -0.003 -0.003 -0.003 -0.003 -0.003 -0.003 -0.002],SC,25,0,1,2,6
[ 0.    -0.012 -0.025 -0.038 -0.049 -0.061 -0.074 -0.085 -0.095 -0.106 -0.118 -0.126 -0.132 -0.143 -0.095  0.562  0.283 -0.151 -0.18  -0.184 -0.158  0.423  0.845 -0.102 -0.19  -0.174  0.023  0.059 -0.168 -0.173 -0.043  0.041 -0.147 -0.117  0.291  0.092 -0.117  0.157  0.218 -0.094 -0.108 -0.099 -0.081  0.036  0.007 -0.053 -0.015 -0.037  0.077  0.08 -0.028 -0.028 -0.021 -0.016 -0.013 -0.009 -0.004 -0.001  0.001  0.004  0.007  0.02   0.016  0.009  0.009  0.008  0.009  0.008  0.007  0.006  0.006  0.004  0.003  0.002  0.001 -0.001 -0.002 -0.002 -0.003 -0.004 -0.005 -0.005 -0.006 -0.006 -0.006 -0.006 -0.006 -0.006 -0.005 -0.005 -0.004 -0.003 -0.003 -0.002 -0.001 -0.    -0.     0.001  0.002  0.002  0.002  0.003  0.004  0.004  0.004  0.004  0.004  0.004  0.004  0.004  0.003  0.003  0.003  0.002  0.001  0.001  0.001  0.    -0.001 -0.001 -0.001 -0.002 -0.002 -0.002 -0.003 -0.003 -0.003 -0.003 -0.003 -0.003 -0.003 -0.003 -0.003 -0.002],SC,25,0,1,2,6
[ 0.    -0.006 -0.02  -0.031 -0.035 -0.045 -0.06  -0.065 -0.069 -0.084 -0.095 -0.096 -0.103 -0.12  -0.125 -0.113  0.195  0.642 -0.051 -0.146 -0.157 -0.166 -0.146  0.347  0.911 -0.06  -0.169 -0.166 -0.121  0.14 -0.071 -0.164 -0.161 -0.019  0.036 -0.142 -0.138  0.167  0.24  -0.109 -0.067  0.313  0.046 -0.099 -0.096 -0.088 -0.076  0.024  0.036 -0.051 -0.017 -0.018 -0.012  0.13   0.027 -0.02  -0.017 -0.015 -0.009 -0.005 -0.003 -0.001  0.002  0.004  0.004  0.005  0.009  0.021  0.012  0.007  0.006  0.004  0.004  0.004  0.002  0.001  0.    -0.001 -0.002 -0.003 -0.003 -0.004 -0.005 -0.005 -0.005 -0.006 -0.006 -0.006 -0.006 -0.006 -0.005 -0.004 -0.004 -0.003 -0.002 -0.002 -0.001  0.     0.001  0.001  0.002  0.003  0.003  0.003  0.004  0.004  0.004  0.004  0.004  0.004  0.004  0.004  0.003  0.003  0.002  0.002  0.001  0.001  0.    -0. -0.001 -0.002 -0.002 -0.002 -0.003 -0.003 -0.003 -0.003 -0.003 -0.003 -0.003 -0.003 -0.003 -0.002],SC,25,0,1,2,6
[ 0.    -0.009 -0.018 -0.027 -0.035 -0.045 -0.054 -0.06  -0.07  -0.08 -0.086 -0.092 -0.104 -0.112 -0.113 -0.118  0.02   0.688  0.091 -0.14 -0.154 -0.155 -0.154  0.006  0.97   0.225 -0.153 -0.171 -0.166  0.035  0.076 -0.154 -0.166 -0.123  0.076 -0.076 -0.144 -0.077  0.326  0.039 -0.111  0.054  0.3   -0.055 -0.094 -0.09  -0.087 -0.063  0.061  0.002 -0.049 -0.005 -0.024  0.005  0.137  0.01  -0.02  -0.016 -0.011 -0.009 -0.006 -0.001  0.001  0.001  0.003  0.006  0.005  0.006  0.021  0.014  0.005  0.004  0.005  0.003  0.001  0.002  0.001 -0.001 -0.002 -0.002 -0.003 -0.005 -0.004 -0.004 -0.006 -0.006 -0.005 -0.006 -0.006 -0.005 -0.004 -0.005 -0.004 -0.002 -0.002 -0.002 -0.001  0.     0.     0.001  0.003  0.003  0.002  0.004  0.004  0.004  0.004  0.005  0.004  0.004  0.004  0.004  0.003  0.002  0.003  0.002  0.001  0.001  0.001 -0.001 -0.001 -0.001 -0.002 -0.003 -0.002 -0.002 -0.003 -0.003 -0.003 -0.003 -0.004 -0.003 -0.002 -0.003],SC,25,0,1,2,6
[ 0.    -0.008 -0.02  -0.031 -0.037 -0.046 -0.059 -0.068 -0.073 -0.084 -0.096 -0.101 -0.105 -0.119 -0.129 -0.113  0.307  0.568 -0.095 -0.152 -0.155 -0.168 -0.138  0.573  0.737 -0.122 -0.179 -0.166 -0.064  0.135 -0.125 -0.164 -0.148  0.041 -0.029 -0.145 -0.107  0.296  0.092 -0.115  0.039  0.308 -0.051 -0.1   -0.094 -0.085 -0.058  0.066 -0.015 -0.044 -0.007 -0.032  0.046  0.118 -0.015 -0.022 -0.014 -0.012 -0.01  -0.004 -0.001 -0.001  0.002  0.005  0.005  0.005  0.015  0.022  0.007  0.006  0.007  0.005  0.003  0.003  0.003  0.001 -0.001 -0.    -0.002 -0.004 -0.004 -0.004 -0.005 -0.006 -0.005 -0.006 -0.007 -0.006 -0.005 -0.006 -0.005 -0.004 -0.003 -0.004 -0.002 -0.001 -0.001 -0.     0.001  0.002  0.002  0.003  0.004  0.003  0.003  0.005  0.005  0.004  0.004  0.005  0.004  0.003  0.004  0.003  0.002  0.002  0.002  0.001 -0.    -0. -0.001 -0.002 -0.002 -0.002 -0.003 -0.003 -0.003 -0.003 -0.004 -0.003 -0.003 -0.003 -0.003 -0.002],SC,25,0,1,2,6
[ 0.    -0.008 -0.011 -0.016 -0.025 -0.03  -0.034 -0.042 -0.049 -0.052 -0.059 -0.068 -0.073 -0.076 -0.086 -0.094 -0.094 -0.099 -0.018  0.658  0.207 -0.112 -0.136 -0.139 -0.132 -0.139  0.007  0.965  0.254 -0.141 -0.156 -0.159 -0.127  0.129 -0.015 -0.149 -0.153 -0.137  0.042 -0.002 -0.132 -0.129  0.005  0.35  -0.03  -0.105 -0.012  0.332  0.015 -0.079 -0.077 -0.074 -0.065 -0.046  0.067  0.02  -0.036 -0.01   0.001 -0.022  0.057  0.126 -0.004 -0.012 -0.009 -0.009 -0.006 -0.003 -0.003 -0.003 -0.001 -0.    -0.001 -0.001  0.    -0.001  0.004  0.013  0.    -0.003 -0.003 -0.003 -0.004 -0.005 -0.004 -0.004 -0.005 -0.005 -0.004 -0.004 -0.004 -0.003 -0.003 -0.003 -0.002 -0.001 -0.001 -0.001  0.001  0.001  0.001  0.002  0.003  0.003  0.003  0.004  0.004  0.003  0.003  0.004  0.003  0.003  0.003  0.003  0.002  0.001  0.002  0.001 -0.    -0. -0.    -0.001 -0.002 -0.002 -0.002 -0.003 -0.003 -0.003 -0.003 -0.003 -0.003 -0.003 -0.003 -0.002],SC,25,0,1,2,6
[ 0.    -0.007 -0.016 -0.024 -0.03  -0.037 -0.046 -0.054 -0.059 -0.068 -0.077 -0.082 -0.088 -0.097 -0.105 -0.109 -0.108  0.152  0.676 -0.015 -0.139 -0.14  -0.145 -0.154 -0.053  0.891  0.373 -0.144 -0.165 -0.165 -0.077  0.152 -0.105 -0.16  -0.15  -0.045  0.059 -0.126 -0.135 -0.009  0.345 -0.033 -0.109  0.076  0.295 -0.057 -0.091 -0.084 -0.079 -0.067  0.029  0.045 -0.045 -0.019 -0.004 -0.026  0.087  0.092 -0.013 -0.016 -0.011 -0.007 -0.005 -0.004 -0.001  0.001  0.001  0.003  0.004  0.004  0.004  0.015  0.014  0.003  0.002  0.001  0.    -0.001 -0.001 -0.002 -0.003 -0.004 -0.004 -0.004 -0.005 -0.005 -0.005 -0.005 -0.005 -0.005 -0.004 -0.004 -0.004 -0.003 -0.002 -0.002 -0.001 -0.     0.     0.001  0.002  0.002  0.003  0.003  0.004  0.004  0.004  0.004  0.004  0.004  0.004  0.004  0.003  0.003  0.002  0.002  0.001  0.001  0.    -0. -0.001 -0.001 -0.002 -0.002 -0.002 -0.003 -0.003 -0.003 -0.003 -0.003 -0.003 -0.003 -0.003 -0.003],SC,25,0,1,2,6
[ 0.    -0.007 -0.02  -0.03  -0.034 -0.045 -0.058 -0.063 -0.069 -0.083 -0.091 -0.093 -0.103 -0.118 -0.118 -0.115  0.097  0.685  0.011 -0.143 -0.157 -0.16  -0.15   0.149  0.996  0.054 -0.16  -0.168 -0.154  0.101  0.001 -0.162 -0.165 -0.08   0.077 -0.121 -0.144  0.025  0.337 -0.066 -0.106  0.206  0.187 -0.092 -0.097 -0.088 -0.081 -0.031  0.073 -0.037 -0.036 -0.004 -0.031  0.074  0.097 -0.016 -0.021 -0.015 -0.009 -0.007 -0.005 -0.001  0.002  0.002  0.003  0.006  0.006  0.012  0.021  0.008  0.005  0.004  0.005  0.003  0.001  0.002  0.001 -0.001 -0.002 -0.002 -0.003 -0.005 -0.005 -0.005 -0.006 -0.006 -0.005 -0.006 -0.006 -0.005 -0.004 -0.005 -0.004 -0.002 -0.002 -0.002 -0.001  0.     0.     0.001  0.002  0.003  0.003  0.004  0.004  0.004  0.004  0.005  0.004  0.004  0.004  0.004  0.003  0.002  0.003  0.002  0.001  0.001  0.001 -0.001 -0.001 -0.001 -0.002 -0.003 -0.003 -0.002 -0.003 -0.004 -0.003 -0.003 -0.004 -0.003 -0.002 -0.003],SC,25,0,1,2,6
[ 0.    -0.008 -0.016 -0.024 -0.033 -0.04  -0.047 -0.056 -0.064 -0.07 -0.079 -0.088 -0.093 -0.098 -0.109 -0.117 -0.1    0.367  0.526 -0.094 -0.145 -0.149 -0.15  -0.144  0.205  0.981  0.019 -0.161 -0.161 -0.155  0.057  0.053 -0.149 -0.163 -0.132  0.073 -0.055 -0.145 -0.112  0.268  0.137 -0.112 -0.05   0.318  0.035 -0.091 -0.09  -0.085 -0.072 -0.009  0.069 -0.04  -0.03  -0.    -0.029  0.059  0.116 -0.011 -0.018 -0.011 -0.008 -0.007 -0.004  0.     0.001  0.001  0.004  0.005  0.003  0.005  0.018  0.013  0.003  0.003  0.003  0.001 -0.     0.    -0.001 -0.003 -0.003 -0.003 -0.005 -0.005 -0.004 -0.005 -0.006 -0.005 -0.005 -0.005 -0.005 -0.004 -0.003 -0.004 -0.002 -0.001 -0.001 -0.001  0.001  0.001  0.001  0.002  0.003  0.003  0.003  0.004  0.004  0.004  0.004  0.004  0.004  0.003  0.004  0.003  0.002  0.002  0.002  0.001 -0.     0. -0.001 -0.002 -0.002 -0.002 -0.003 -0.003 -0.003 -0.003 -0.003 -0.003 -0.003 -0.003 -0.003 -0.002],SC,25,0,1,2,6
